id,loan_amnt_EUR,loan_amnt_EUR,funded_amnt_EUR,funded_amnt_EUR,int_rate,installment_EUR,installment_EUR,total_pymnt_EUR,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
36561402.0,9600.0,8400.124921272269,9600.0,8400.124921272269,686165.2,309.72,271.0090302725466,1852.99,1621.3903622779483,1.1428401470184326,7.0,1.0,36.0,8.0,1.0,2.0
36763239.0,15000.0,nan,15000.0,nan,0.17859999999999998,379.76,nan,4527.35,nan,nan,1.0,1.0,60.0,20.0,1.0,0.0
36802496.0,7800.0,nan,7800.0,nan,686165.2,260.53,nan,3120.99,nan,nan,1.0,1.0,36.0,11.0,1.0,2.0
36806601.0,20000.0,nan,20000.0,nan,686165.2,640.57,nan,7665.75,nan,nan,0.0,1.0,36.0,7.0,1.0,2.0
36950419.0,14000.0,nan,14000.0,nan,0.15990000000000001,340.38,nan,4132.09,nan,nan,1.0,1.0,60.0,17.0,1.0,1.0
37011266.0,28000.0,nan,28000.0,nan,0.1559,978.74,nan,8760.16,nan,nan,1.0,0.0,36.0,16.0,1.0,4.0
37051229.0,30000.0,nan,30000.0,nan,686165.2,667.19,nan,8366.84,nan,nan,1.0,1.0,60.0,10.0,1.0,1.0
37068509.0,7000.0,nan,7000.0,nan,686165.2,242.63,nan,2905.73,nan,nan,1.0,1.0,36.0,15.0,1.0,3.0
37107114.0,25000.0,nan,25000.0,nan,686165.2,766.12,nan,9175.41,nan,nan,1.0,1.0,36.0,2.0,1.0,2.0
37257668.0,12000.0,nan,12000.0,nan,686165.2,377.09,nan,4514.16,nan,nan,1.0,1.0,36.0,5.0,1.0,2.0
37267742.0,12000.0,nan,12000.0,nan,686165.2,377.09,nan,4545.79,nan,nan,1.0,0.0,36.0,5.0,0.0,2.0
37329129.0,8000.0,nan,1000.0,nan,686165.2,265.68,nan,2911.82,nan,nan,1.0,0.0,36.0,10.0,0.0,2.0
37600541.0,8000.0,nan,8000.0,nan,686165.2,251.4,nan,3009.52,nan,nan,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,15000.0,nan,15000.0,nan,0.1366,346.39,nan,4133.91,nan,nan,1.0,1.0,60.0,13.0,1.0,2.0
37612109.0,68616520.0,nan,11850.0,nan,0.1714,423.32,nan,5057.27,nan,nan,1.0,1.0,36.0,19.0,1.0,2.0
37612196.0,15000.0,nan,15000.0,nan,686165.2,314.96,nan,3809.57,nan,nan,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,nan,1000.0,nan,686165.2,735.47,nan,8808.33,nan,nan,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,nan,32000.0,nan,686165.2,1165.57,nan,13920.92,nan,nan,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,nan,4700.0,nan,686165.2,150.54,nan,68616520.0,nan,nan,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,nan,11200.0,nan,0.1999,296.67,nan,1174.24,nan,nan,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,68616520.0,nan,28000.0,nan,686165.2,870.85,nan,10426.9,nan,nan,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,nan,35000.0,nan,686165.2,1088.56,nan,13048.16,nan,nan,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,nan,5150.0,nan,0.1649,182.31,nan,2202.11,nan,nan,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,nan,25000.0,nan,0.1559,68616520.0,nan,10443.25,nan,nan,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,nan,35000.0,nan,686165.2,1088.56,nan,13033.59,nan,nan,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,nan,7500.0,nan,686165.2,252.67,nan,3018.51,nan,nan,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,nan,15000.0,nan,686165.2,456.54,nan,5468.43,nan,nan,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,nan,35000.0,nan,686165.2,1099.85,nan,13183.54,nan,nan,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,nan,15000.0,nan,686165.2,308.98,nan,3693.31,nan,nan,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,nan,1000.0,nan,686165.2,514.97,nan,6155.56,nan,nan,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,nan,1000.0,nan,686165.2,507.14,nan,6058.17,nan,nan,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,nan,8000.0,nan,686165.2,245.16,nan,8164.08,nan,nan,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,nan,10000.0,nan,686165.2,219.63,nan,2622.85,nan,nan,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,nan,26850.0,nan,0.2583,801.21,nan,32358.25,nan,nan,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,nan,9600.0,nan,686165.2,68616520.0,nan,3874.11,nan,nan,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,nan,12000.0,nan,686165.2,289.21,nan,13336.65,nan,nan,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,nan,32000.0,nan,0.1431,749.74,nan,9801.44,nan,nan,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,nan,32000.0,nan,686165.2,995.26,nan,11909.83,nan,nan,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,nan,24000.0,nan,686165.2,735.47,nan,8808.33,nan,nan,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,nan,25000.0,nan,686165.2,830.24,nan,9929.57,nan,nan,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,nan,18000.0,nan,686165.2,370.78,nan,4432.02,nan,nan,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,nan,35000.0,nan,0.15990000000000001,1230.33,nan,13041.12,nan,nan,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,nan,11550.0,nan,0.1999,305.95,nan,3645.75,nan,nan,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,nan,25000.0,nan,686165.2,812.45,nan,8922.38,nan,nan,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,nan,28000.0,nan,0.1431,961.2,nan,11489.88,nan,nan,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,nan,20000.0,nan,686165.2,448.85,nan,5372.43,nan,nan,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,nan,8000.0,nan,686165.2,267.21,nan,1592.25,nan,nan,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,nan,15000.0,nan,0.1924,391.1,nan,4661.13,nan,nan,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,nan,21300.0,nan,686165.2,523.54,nan,6243.45,nan,nan,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,nan,1000.0,nan,686165.2,185.24,nan,2218.22,nan,nan,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,nan,10000.0,nan,0.21989999999999998,276.14,nan,68616520.0,nan,nan,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,nan,35000.0,nan,0.1649,1238.98,nan,6130.77,nan,nan,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,nan,18000.0,nan,0.1431,68616520.0,nan,5087.88,nan,nan,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,nan,12000.0,nan,0.1499,415.93,nan,4971.17,nan,nan,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,nan,4800.0,nan,0.1366,163.27,nan,1951.95,nan,nan,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,nan,10000.0,nan,686165.2,332.1,nan,4009.7,nan,nan,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,nan,12000.0,nan,0.1431,68616520.0,nan,7548.35,nan,nan,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,nan,8400.0,nan,686165.2,288.36,nan,3446.96,nan,nan,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,20955.120435434226,24000.0,20955.120435434226,686165.2,509.82,445.13914584971155,3555.42,3104.343929106315,1.145304799079895,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,nan,11200.0,nan,686165.2,240.68,nan,2875.11,nan,nan,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,nan,6000.0,nan,0.1559,209.73,nan,6281.35,nan,nan,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,nan,1000.0,nan,0.1499,277.29,nan,3314.16,nan,nan,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,68616520.0,nan,3875.0,nan,0.1499,134.31,nan,3687.54,nan,nan,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,nan,6000.0,nan,0.1499,207.97,nan,197.98,nan,nan,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,nan,1200.0,nan,0.1366,40.82,nan,488.02,nan,nan,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,nan,4750.0,nan,0.1714,169.69,nan,2027.23,nan,nan,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,nan,10000.0,nan,0.1559,349.55,nan,10961.22,nan,nan,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,nan,26800.0,nan,0.1431,627.91,nan,68616520.0,nan,nan,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,nan,25000.0,nan,686165.2,760.89,nan,68616520.0,nan,nan,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,nan,14475.0,nan,0.2299,68616520.0,nan,4858.78,nan,nan,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,nan,1000.0,nan,0.18539999999999998,308.26,nan,3686.76,nan,nan,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,nan,11700.0,nan,0.21989999999999998,446.77,nan,5346.95,nan,nan,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,nan,11325.0,nan,0.17859999999999998,68616520.0,nan,3418.17,nan,nan,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,nan,6250.0,nan,686165.2,203.12,nan,68616520.0,nan,nan,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,nan,28000.0,nan,0.25989999999999996,838.17,nan,9977.18,nan,nan,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,nan,20000.0,nan,0.1366,461.85,nan,5511.84,nan,nan,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,nan,35000.0,nan,0.2557,1039.03,nan,35522.06,nan,nan,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,nan,9900.0,nan,686165.2,313.3,nan,3750.06,nan,nan,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,nan,24000.0,nan,0.1431,562.31,nan,6709.56,nan,nan,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,nan,20000.0,nan,0.17859999999999998,721.65,nan,7918.31,nan,nan,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,nan,4750.0,nan,0.15990000000000001,166.98,nan,4974.84,nan,nan,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,nan,15000.0,nan,686165.2,505.34,nan,1999.71,nan,nan,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,nan,20625.0,nan,686165.2,688.9,nan,8238.41,nan,nan,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,nan,32000.0,nan,0.17859999999999998,810.16,nan,9658.42,nan,nan,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,68616520.0,nan,20000.0,nan,0.1366,680.26,nan,8132.76,nan,nan,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,nan,10800.0,nan,0.20989999999999998,292.12,nan,3480.25,nan,nan,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,nan,20000.0,nan,686165.2,444.79,nan,5324.16,nan,nan,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,nan,5000.0,nan,686165.2,153.23,nan,1835.15,nan,nan,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,nan,6225.0,nan,0.1366,211.73,nan,2545.7,nan,nan,1.0,1.0,36.0,13.0,1.0,2.0
38242030.0,4000.0,nan,4000.0,nan,0.1431,137.32,nan,1641.48,nan,nan,1.0,1.0,36.0,14.0,0.0,2.0
38242401.0,19500.0,nan,19500.0,nan,686165.2,624.56,nan,7474.16,nan,nan,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,nan,7000.0,nan,686165.2,217.72,nan,2389.09,nan,nan,1.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,nan,18000.0,nan,686165.2,555.71,nan,6654.54,nan,nan,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,nan,5000.0,nan,0.1431,171.65,nan,2051.85,nan,nan,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,nan,14000.0,nan,686165.2,443.05,nan,5303.11,nan,nan,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,nan,10000.0,nan,0.1499,346.61,nan,4142.66,nan,nan,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,nan,6000.0,nan,686165.2,188.55,nan,2257.14,nan,nan,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,nan,20000.0,nan,686165.2,668.02,nan,14088.74,nan,nan,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,nan,1000.0,nan,0.1649,589.91,nan,7034.95,nan,nan,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,nan,15000.0,nan,0.1366,346.39,nan,4145.3,nan,nan,1.0,1.0,60.0,13.0,0.0,2.0
38311693.0,2500.0,nan,2500.0,nan,686165.2,80.08,nan,718.08,nan,nan,1.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,nan,10000.0,nan,686165.2,332.1,nan,68616520.0,nan,nan,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,nan,12675.0,nan,686165.2,278.38,nan,3324.45,nan,nan,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,nan,13000.0,nan,686165.2,68616520.0,nan,5123.32,nan,nan,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,nan,25000.0,nan,686165.2,760.89,nan,21153.04,nan,nan,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,nan,20000.0,nan,0.1999,529.77,nan,20133.27,nan,nan,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,nan,9500.0,nan,686165.2,300.65,nan,3598.65,nan,nan,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,nan,1000.0,nan,0.21989999999999998,966.47,nan,12478.59,nan,nan,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,nan,14525.0,nan,686165.2,68616520.0,nan,3857.01,nan,nan,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,68616520.0,nan,12000.0,nan,0.1714,299.14,nan,3566.83,nan,nan,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,nan,12000.0,nan,686165.2,377.09,nan,4514.16,nan,nan,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,nan,9000.0,nan,0.1559,314.6,nan,3490.96,nan,nan,1.0,1.0,36.0,16.0,1.0,1.0
38414180.0,68616520.0,nan,26050.0,nan,0.1999,690.03,nan,8251.43,nan,nan,1.0,1.0,60.0,23.0,1.0,4.0
38414664.0,6000.0,nan,6000.0,nan,686165.2,202.14,nan,68616520.0,nan,nan,1.0,1.0,36.0,12.0,1.0,3.0
38414904.0,10000.0,nan,10000.0,nan,686165.2,320.29,nan,3838.21,nan,nan,1.0,1.0,36.0,7.0,0.0,2.0
38415266.0,11200.0,nan,11200.0,nan,0.1559,391.5,nan,4296.8,nan,nan,1.0,1.0,36.0,20.0,1.0,1.0
38415532.0,18000.0,nan,18000.0,nan,686165.2,565.64,nan,6779.49,nan,nan,1.0,1.0,36.0,5.0,1.0,3.0
38416309.0,8500.0,nan,8500.0,nan,0.1431,291.8,nan,3203.04,nan,nan,1.0,1.0,60.0,14.0,1.0,4.0
38417018.0,20000.0,nan,20000.0,nan,0.1559,482.02,nan,5258.91,nan,nan,0.0,1.0,60.0,16.0,1.0,4.0
38417249.0,8000.0,nan,8000.0,nan,686165.2,68616520.0,nan,2919.2,nan,nan,1.0,1.0,36.0,1.0,0.0,4.0
38417514.0,15000.0,nan,15000.0,nan,0.18539999999999998,385.33,nan,4593.06,nan,nan,1.0,0.0,60.0,21.0,0.0,3.0
38417815.0,21600.0,nan,21600.0,nan,0.1559,520.58,nan,3606.64,nan,nan,1.0,0.0,60.0,16.0,1.0,3.0
38419045.0,18000.0,nan,18000.0,nan,686165.2,551.61,nan,6054.73,nan,nan,1.0,1.0,36.0,2.0,0.0,2.0
38425210.0,35000.0,nan,35000.0,nan,686165.2,1120.99,nan,13433.43,nan,nan,1.0,1.0,36.0,7.0,1.0,1.0
38426634.0,20000.0,nan,20000.0,nan,686165.2,649.96,nan,7137.9,nan,nan,1.0,1.0,36.0,8.0,1.0,0.0
38426735.0,12000.0,nan,12000.0,nan,0.18539999999999998,308.26,nan,3366.14,nan,nan,1.0,1.0,60.0,21.0,1.0,2.0
38426884.0,4000.0,nan,4000.0,nan,0.18539999999999998,145.7,nan,68616520.0,nan,nan,1.0,0.0,36.0,21.0,0.0,2.0
38427284.0,3500.0,nan,3500.0,nan,0.23989999999999997,137.3,nan,1534.17,nan,nan,1.0,0.0,36.0,27.0,1.0,3.0
38427410.0,17425.0,nan,17425.0,nan,0.1431,408.26,nan,4871.41,nan,nan,1.0,1.0,60.0,14.0,1.0,4.0
38427713.0,14000.0,nan,14000.0,nan,686165.2,293.96,nan,3509.07,nan,nan,1.0,1.0,60.0,7.0,1.0,3.0
38428098.0,35000.0,nan,35000.0,nan,0.18539999999999998,899.09,nan,10716.98,nan,nan,1.0,1.0,60.0,21.0,1.0,3.0
38428632.0,8000.0,nan,8000.0,nan,0.1499,277.29,nan,8569.74,nan,nan,1.0,1.0,60.0,15.0,1.0,1.0
38428667.0,3500.0,nan,3500.0,nan,686165.2,116.24,nan,1276.31,nan,nan,1.0,1.0,36.0,10.0,1.0,4.0
38429476.0,4575.0,nan,1000.0,nan,0.1649,161.96,nan,5090.13,nan,nan,1.0,1.0,36.0,18.0,1.0,2.0
38429497.0,1500.0,nan,1500.0,nan,686165.2,50.54,nan,604.32,nan,nan,1.0,1.0,36.0,12.0,0.0,2.0
38429690.0,8275.0,nan,8275.0,nan,0.1559,289.26,nan,3463.95,nan,nan,0.0,1.0,36.0,16.0,1.0,2.0
38434284.0,4250.0,nan,4250.0,nan,0.1366,144.56,nan,1731.49,nan,nan,1.0,1.0,36.0,13.0,0.0,4.0
38434338.0,1000.0,nan,1000.0,nan,0.15990000000000001,35.16,nan,420.14,nan,nan,1.0,1.0,36.0,17.0,0.0,2.0
38434390.0,6000.0,nan,6000.0,nan,686165.2,199.26,nan,68616520.0,nan,nan,1.0,1.0,36.0,10.0,0.0,2.0
38434416.0,10000.0,nan,10000.0,nan,0.1559,349.55,nan,4177.28,nan,nan,1.0,0.0,36.0,16.0,0.0,1.0
38434647.0,5000.0,nan,5000.0,nan,686165.2,160.15,nan,1916.53,nan,nan,1.0,1.0,36.0,7.0,0.0,4.0
38435127.0,15000.0,nan,15000.0,nan,686165.2,329.44,nan,3943.75,nan,nan,1.0,1.0,60.0,9.0,0.0,3.0
38435159.0,35000.0,nan,35000.0,nan,0.1924,68616520.0,nan,15409.23,nan,nan,1.0,1.0,36.0,22.0,1.0,4.0
38435222.0,35000.0,nan,35000.0,nan,0.1559,1223.43,nan,6321.77,nan,nan,1.0,0.0,36.0,16.0,1.0,2.0
38435515.0,17925.0,nan,17925.0,nan,686165.2,68616520.0,nan,7172.3,nan,nan,1.0,1.0,36.0,11.0,1.0,2.0
38435631.0,21500.0,nan,21500.0,nan,0.1366,496.49,nan,5428.76,nan,nan,1.0,1.0,60.0,13.0,1.0,3.0
38436092.0,5000.0,nan,5000.0,nan,686165.2,154.37,nan,1850.5,nan,nan,1.0,1.0,36.0,5.0,0.0,3.0
38436311.0,21200.0,nan,21200.0,nan,0.1431,727.77,nan,8716.39,nan,nan,1.0,1.0,36.0,14.0,1.0,2.0
38436314.0,16800.0,nan,16800.0,nan,686165.2,368.97,nan,4400.95,nan,nan,1.0,1.0,60.0,9.0,1.0,1.0
38436474.0,12000.0,nan,12000.0,nan,686165.2,272.98,nan,3267.1,nan,nan,1.0,1.0,60.0,12.0,1.0,1.0
38436492.0,10000.0,nan,10000.0,nan,0.1366,340.13,nan,2713.45,nan,nan,1.0,0.0,36.0,13.0,1.0,2.0
38436495.0,10000.0,nan,10000.0,nan,686165.2,314.25,nan,3766.45,nan,nan,1.0,1.0,36.0,5.0,1.0,4.0
38437174.0,13000.0,nan,1000.0,nan,686165.2,408.52,nan,13896.5,nan,nan,1.0,1.0,36.0,5.0,0.0,2.0
38437586.0,34500.0,nan,34500.0,nan,0.1366,68616520.0,nan,9507.92,nan,nan,1.0,1.0,60.0,13.0,1.0,2.0
38439103.0,35000.0,nan,35000.0,nan,0.1366,1190.45,nan,36584.95,nan,nan,1.0,1.0,36.0,13.0,0.0,2.0
38439595.0,15000.0,nan,15000.0,nan,686165.2,322.34,nan,3528.26,nan,nan,1.0,1.0,60.0,8.0,1.0,1.0
38439668.0,11200.0,nan,11200.0,nan,0.15990000000000001,272.31,nan,68616520.0,nan,nan,1.0,1.0,60.0,17.0,1.0,1.0
